1 0.000001
2 0.000000
3 0.000001
4 0.000001
5 0.000001
6 0.000001
7 0.000000
8 0.000001
9 0.000001
10 0.000001
11 0.000001
12 0.000001
13 0.000001
14 0.000001
15 0.000001
16 0.000001
17 0.000001
18 0.000001
19 0.000001
20 0.000002
21 0.000002
22 0.000001
23 0.000001
24 0.000002
25 0.000002
26 0.000002
27 0.000002
28 0.000002
29 0.000002
30 0.000002
31 0.000002
32 0.000002
33 0.000002
34 0.000003
35 0.000003
36 0.000003
37 0.000003
38 0.000003
39 0.000003
40 0.000003
41 0.000003
42 0.000003
43 0.000003
44 0.000003
45 0.000003
46 0.000003
47 0.000003
48 0.000003
49 0.000003
50 0.000003
51 0.000004
52 0.000003
53 0.000003
54 0.000004
55 0.000004
56 0.000004
57 0.000004
58 0.000003
59 0.000004
60 0.000004
61 0.000005
62 0.000004
63 0.000004
64 0.000004
65 0.000005
66 0.000005
67 0.000005
68 0.000005
69 0.000005
70 0.000005
71 0.000005
72 0.000006
73 0.000005
74 0.000006
75 0.000005
76 0.000006
77 0.000007
78 0.000007
79 0.000006
80 0.000007
81 0.000006
82 0.000007
83 0.000006
84 0.000004
85 0.000005
86 0.000004
87 0.000005
88 0.000005
89 0.000005
90 0.000005
91 0.000005
92 0.000005
93 0.000005
94 0.000006
95 0.000005
96 0.000006
97 0.000006
98 0.000006
99 0.000006
100 0.000006
