1 0.000002
2 0.000001
3 0.000001
4 0.000001
5 0.000000
6 0.000001
7 0.000001
8 0.000001
9 0.000001
10 0.000001
11 0.000001
12 0.000001
13 0.000001
14 0.000001
15 0.000002
16 0.000001
17 0.000002
18 0.000002
19 0.000001
20 0.000002
21 0.000001
22 0.000001
23 0.000002
24 0.000002
25 0.000002
26 0.000002
27 0.000002
28 0.000003
29 0.000002
30 0.000002
31 0.000003
32 0.000003
33 0.000003
34 0.000003
35 0.000003
36 0.000003
37 0.000003
38 0.000003
39 0.000004
40 0.000003
41 0.000003
42 0.000003
43 0.000004
44 0.000004
45 0.000004
46 0.000004
47 0.000005
48 0.000005
49 0.000005
50 0.000005
51 0.000005
52 0.000005
53 0.000005
54 0.000005
55 0.000006
56 0.000006
57 0.000006
58 0.000007
59 0.000006
60 0.000006
61 0.000007
62 0.000007
63 0.000007
64 0.000007
65 0.000008
66 0.000007
67 0.000008
68 0.000009
69 0.000008
70 0.000008
71 0.000009
72 0.000009
73 0.000009
74 0.000009
75 0.000010
76 0.000010
77 0.000011
78 0.000011
79 0.000011
80 0.000011
81 0.000012
82 0.000011
83 0.000012
84 0.000012
85 0.000013
86 0.000012
87 0.000013
88 0.000014
89 0.000013
90 0.000014
91 0.000015
92 0.000015
93 0.000015
94 0.000015
95 0.000015
96 0.000015
97 0.000016
98 0.000017
99 0.000016
100 0.000016
